업종명,인허가일자,업소명,도로명주소,영업장면적,영업자시작일,업태명
일반음식점,2021-02-02,고집132 성수본점,"서울특별시 성동구 왕십리로8길 5, 1층 (성수동1가)",132,2021-02-02,식육(숯불구이)
일반음식점,2021-02-04,호호반점 성수낙낙점,"서울특별시 성동구 아차산로17길 48, 지하1층 RB108호 (성수동2가)",90.58,2021-02-04,중국식
일반음식점,2021-02-04,청년치킨  왕십리점,"서울특별시 성동구 행당로 127, 1층 (행당동)",38.11,2021-02-04,호프/통닭
일반음식점,2021-02-04,꽃팟 왕십리역점,"서울특별시 성동구 왕십리광장로 17, 2층 이티-01호 (행당동)",72.75,2021-02-04,기타
일반음식점,2021-02-05,보르고,"서울특별시 성동구 서울숲2길 12, 2층 (성수동1가)",70.61,2021-02-05,기타
일반음식점,2021-02-05,던킨도너츠 왕십리민자역사점,"서울특별시 성동구 왕십리광장로 17, 1층 (행당동)",53.46,2021-04-21,기타
일반음식점,2021-02-08,떡볶이 참잘하는집 떡참,"서울특별시 성동구 성덕정15길 12, 1층 (성수동2가, 성동상가아파트)",29.7,2021-02-08,분식
일반음식점,2021-02-09,비비큐치킨 금호중앙점,"서울특별시 성동구 무수막길 89-38, 1층 (금호동2가)",36.1,2021-02-09,한식
일반음식점,2021-02-15,도론 DORON,"서울특별시 성동구 금호로 105, 래미안하이리버 상가동 지1층 101호 (금호동2가)",28.8,2021-02-15,한식
일반음식점,2021-02-17,천수통닭(왕십리뉴타운점),"서울특별시 성동구 왕십리로 410, I동 1층 169호 (하왕십리동, 센트라스)",24.13,2021-02-17,호프/통닭
일반음식점,2021-02-17,맘스터치 성수역점,"서울특별시 성동구 성수이로20길 3, 1층 103호 (성수동2가)",108.28,2021-02-17,기타
일반음식점,2021-02-18,아타리,"서울특별시 성동구 성덕정19길 13, 1층 (성수동2가)",28,2021-02-18,기타
일반음식점,2021-02-18,서울 앵무새,"서울특별시 성동구 서울숲9길 3, 2층 (성수동1가)",80,2021-02-18,기타
일반음식점,2021-02-19,위스탠커피 WE STAN COFFEE,"서울특별시 성동구 뚝섬로13길 38, 상상플래닛 1층 (성수동2가)",18,2021-02-19,기타
일반음식점,2021-02-22,테이블 소사이어티 클럽,"서울특별시 성동구 성수일로3길 5-7, 지하1층 (성수동1가)",25.96,2021-02-22,기타
일반음식점,2021-02-24,포동,"서울특별시 성동구 서울숲2길 21, 1층 (성수동1가)",18.6,2021-02-24,기타
일반음식점,2021-02-25,홍낭자와 김도령 성수낙낙점,"서울특별시 성동구 아차산로17길 48, 지하1층 RB106호 (성수동2가)",90.51,2021-02-25,한식
일반음식점,2021-02-26,대돈집,"서울특별시 성동구 왕십리로14길 18, 1층 (성수동1가)",50,2021-02-26,한식
일반음식점,2021-02-26,하이홀본 (High Holborn),"서울특별시 성동구 독서당로48길 6, 1층 (금호동4가)",140.88,2021-02-26,경양식
일반음식점,2021-03-03,주당 11-43,"서울특별시 성동구 용답중앙23길 1, 1층 (용답동)",30,2021-03-03,한식
일반음식점,2021-03-03,불백하우스,"서울특별시 성동구 광나루로 319, 1층 (송정동)",25.75,2021-03-03,한식
일반음식점,2021-03-04,오토김밥,"서울특별시 성동구 왕십리로 58, FORHU 1층 113호 (성수동1가)",51.15,2021-03-04,한식
일반음식점,2021-03-04,멜라,"서울특별시 성동구 연무장길 39-25, 지하1층 (성수동2가)",60,2021-03-04,기타
일반음식점,2021-03-04,치즈포레스트,"서울특별시 성동구 뚝섬로3길 9, 1층 (성수동1가)",20,2021-03-04,기타
일반음식점,2021-03-04,회현집,"서울특별시 성동구 성덕정3가길 1, 지하1층 (성수동1가)",50.41,2021-03-04,기타
일반음식점,2021-03-09,주술소,"서울특별시 성동구 왕십리로 410, I동 1층 166호 (하왕십리동, 센트라스)",104,2021-03-09,기타
일반음식점,2021-03-11,멜드(MELD),"서울특별시 성동구 왕십리로14길 28-1, 1층 (성수동1가)",77.22,2021-03-11,경양식
일반음식점,2021-03-11,성수BONE 성수동한우짝갈비,"서울특별시 성동구 아차산로 126, 더리브 세종타워 지1층 105호 (성수동2가)",136.01,2021-03-11,한식
일반음식점,2021-03-11,퍼블릭키친,"서울특별시 성동구 왕십리로2길 30, 지1층 (성수동1가)",146.27,2021-03-11,한식
일반음식점,2021-03-15,신월,"서울특별시 성동구 연무장길 5-9, 1,2층 (성수동2가)",110.42,2021-03-15,일식
일반음식점,2021-03-15,블리스버거&카페,"서울특별시 성동구 마조로 43, 1층 (행당동)",66,2021-03-15,기타
일반음식점,2021-03-15,먹어봐 뒷고기,"서울특별시 성동구 무학봉28길 21, 경남빌딩 1층 (행당동)",72,2021-03-15,한식
일반음식점,2021-03-17,푸라닭(성수2가점),"서울특별시 성동구 아차산로13길 33, 1층 104호 (성수동2가)",74.7,2021-03-17,호프/통닭
일반음식점,2021-03-17,와인벨리,"서울특별시 성동구 금호로 140, 상가A동 지1층 104호 (금호동1가, 이편한세상금호파크힐스)",49.35,2021-03-17,경양식
일반음식점,2021-03-19,세븐갈비,"서울특별시 성동구 왕십리로5길 14, 1층 (성수동1가)",54.02,2021-03-19,식육(숯불구이)
일반음식점,2021-03-19,세븐갈비,"서울특별시 성동구 왕십리로5길 14, 2층 (성수동1가)",54.02,2021-03-19,식육(숯불구이)
일반음식점,2021-03-23,김준호의 대단한갈비 성동금호점,서울특별시 성동구 장터길 41-1 (금호동3가),10.33,2021-03-23,한식
일반음식점,2021-03-23,구스케이지,"서울특별시 성동구 서울숲2길 19-13, 2층 (성수동1가)",115.88,2021-03-23,경양식
일반음식점,2021-03-24,오프트(OFTT),"서울특별시 성동구 왕십리로10길 20, 1층 (성수동1가)",39,2021-03-24,분식
일반음식점,2021-03-24,연어아저씨,"서울특별시 성동구 용답중앙23길 13, 1층 (용답동)",16.26,2021-03-24,기타
일반음식점,2021-03-25,기소야 성수점,"서울특별시 성동구 아차산로 126, 더리브 세종타워 B104호 (성수동2가)",99.88,2021-03-25,일식
일반음식점,2021-03-25,오늘은 분식,"서울특별시 성동구 독서당로 187, 옥수동극동상가 지하1층 009,010호 (옥수동)",30.96,2021-03-25,분식
일반음식점,2021-03-25,너디블루 버로우,"서울특별시 성동구 고산자로12길 15, 1층 (행당동)",39,2021-03-25,기타
일반음식점,2021-03-26,전라도식당,"서울특별시 성동구 자동차시장1길 70, B동 지하나22,59호 (용답동)",42,2021-03-26,한식
일반음식점,2021-03-26,식당 사월에,"서울특별시 성동구 연무장길 40, 1층 (성수동2가)",66.7,2021-03-26,기타
일반음식점,2021-03-29,카페스윗2호,"서울특별시 성동구 왕십리로 63, 언더 스탠드 에비뉴 B동 1층 15호 (성수동1가)",124,2021-03-29,기타
일반음식점,2021-03-30,샵  힘이나는 커피생활 연무장점,"서울특별시 성동구 연무장5가길 16, 1층 (성수동2가)",33,2021-03-30,기타
일반음식점,2021-04-01,모이크,"서울특별시 성동구 아차산로7길 17-1, 2층 (성수동2가)",72.6,2021-04-01,일식
일반음식점,2021-04-01,본설렁탕 성수역점,"서울특별시 성동구 아차산로 126, 1층 107호 (성수동2가)",81.19,2021-04-01,한식
일반음식점,2021-04-02,프레쉬,"서울특별시 성동구 마장로 137, 221동 2층 2131호 (상왕십리동, 텐즈힐)",35,2021-04-02,기타
일반음식점,2021-04-02,무국적주점 거실,"서울특별시 성동구 성덕정17길 4, 2층 (성수동2가)",70.35,2021-04-02,일식
일반음식점,2021-04-02,호미담,"서울특별시 성동구 상원2길 3, 지하1층 (성수동1가)",49.5,2021-04-02,한식
일반음식점,2021-04-02,후프커피(HOOF COFFEE),"서울특별시 성동구 성덕정9가길 2, 1층 (성수동1가)",28,2021-04-02,기타
일반음식점,2021-04-02,프롤라(Frolla),"서울특별시 성동구 연무장17길 5, 1층 (성수동2가)",36,2021-04-02,기타
일반음식점,2021-04-02,(주)피치스그룹코리아,"서울특별시 성동구 연무장3길 9, 가동 1층 (성수동2가)",205.51,2021-04-02,기타
일반음식점,2021-04-05,유스트레스(EUSTRESS),"서울특별시 성동구 연무장7가길 9, 1층 (성수동2가)",37,2021-04-05,기타
일반음식점,2021-04-05,냉면장인 임사부,"서울특별시 성동구 왕십리로 410, L동 지하1층 비126호 (하왕십리동, 센트라스)",23.35,2021-04-05,한식
일반음식점,2021-04-05,퍼틴,"서울특별시 성동구 아차산로 126, 1층 106호 (성수동2가)",69.16,2021-04-05,기타
일반음식점,2021-04-06,커피식탁,"서울특별시 성동구 상원1길 15, 1층 (성수동1가)",25,2021-04-06,기타
일반음식점,2021-04-08,응봉감성,"서울특별시 성동구 독서당로57길 48, B01호 (응봉동)",26.8,2021-04-08,기타
일반음식점,2021-04-09,별콩다방 옥수역점,"서울특별시 성동구 한림말3길 14, 1층 (옥수동)",29,2021-04-09,기타
일반음식점,2021-04-12,블루리본,"서울특별시 성동구 금호로 17, 지하1층 B117,B118호 (금호동4가, 서울숲2차푸르지오)",36,2021-04-12,기타
일반음식점,2021-04-12,알찬떡볶이 왕십리점,"서울특별시 성동구 무학로6길 50, 101동 1층 167호 (도선동, 성동삼성쉐르빌)",23.88,2021-04-12,한식
일반음식점,2021-04-12,와이비케이 Hendel,"서울특별시 성동구 연무장길 37-5, 1,2층 (성수동2가)",95.56,2021-04-12,기타
일반음식점,2021-04-14,이탈리안 누들(Italian Noodle),"서울특별시 성동구 아차산로 126, 지하1층 B101호 (성수동2가)",82.45,2021-04-14,기타
일반음식점,2021-04-14,벱(BEP),"서울특별시 성동구 성수이로14길 14, 가동 1층 (성수동2가)",40.79,2021-04-14,기타
일반음식점,2021-04-16,스탠서울,"서울특별시 성동구 연무장길 33, 1층 101호 (성수동2가)",69.36,2021-04-16,경양식
일반음식점,2021-04-16,최네집부대찌개,"서울특별시 성동구 독서당로48길 9, 1층 (금호동4가)",46.51,2021-04-16,한식
일반음식점,2021-04-16,보스턴피자,"서울특별시 성동구 마장로 137, 403동 125호 (상왕십리동, 텐즈힐)",40.94,2021-04-16,한식
일반음식점,2021-04-16,리옹베이커리 Lyon bakery,"서울특별시 성동구 서울숲2길 14-8, 1층 (성수동1가)",70.76,2021-04-16,기타
일반음식점,2021-04-19,부요네뜨,"서울특별시 성동구 금호로 76-1, 1층 (금호동1가)",58.32,2021-04-19,기타
일반음식점,2021-04-19,진미곱창2,"서울특별시 성동구 장터길 47, 1층 (금호동3가)",36.13,2021-04-19,한식
일반음식점,2021-04-20,우오보(uovo),"서울특별시 성동구 광나루로4길 1-16, 1층 (성수동2가)",46.2,2021-04-20,경양식
일반음식점,2021-04-20,포배럴 카페,"서울특별시 성동구 왕십리로 83-21, 디타워동 1층 102호 (성수동1가, 아크로 서울포레스트)",98.44,2021-04-20,기타
일반음식점,2021-04-20,201호,"서울특별시 성동구 상원1길 35-14, 2층 (성수동1가)",60,2021-04-20,기타
일반음식점,2021-04-20,치킨플러스 응봉점,"서울특별시 성동구 독서당로 380, 1층 (응봉동)",29.75,2021-04-20,호프/통닭
일반음식점,2021-04-21,샐러드 넘버6(salad No.6),"서울특별시 성동구 왕십리로8길 15, 1층 (성수동1가)",51.03,2021-04-21,기타
일반음식점,2021-04-21,백소정 뚝섬역점,"서울특별시 성동구 상원1길 35-14, 1층 (성수동1가)",60.67,2021-04-21,기타
일반음식점,2021-04-21,미식공감,"서울특별시 성동구 아차산로17길 48, B동 지하1층 RB120호 (성수동2가)",17.48,2021-04-21,기타
일반음식점,2021-04-22,얼룩(alook),"서울특별시 성동구 상원1길 35-14, 지하1층 (성수동1가)",60.67,2021-04-22,기타
일반음식점,2021-04-26,최고당돈가스(신금호점),"서울특별시 성동구 금호산길 58, 1층 101호 (금호동2가)",76,2021-04-26,경양식
일반음식점,2021-04-26,MAAT 커피브루어스,"서울특별시 성동구 광나루로4길 9, 1층 101호 (성수동2가, 대보빌라)",37.11,2021-04-26,기타
일반음식점,2021-04-27,금호돈 크리스피,"서울특별시 성동구 금호로 47, 2층 (금호동4가)",61.96,2021-04-27,기타
일반음식점,2021-04-27,릴레이션 RELATION,"서울특별시 성동구 상원6길 2, 1층 (성수동1가)",109.16,2021-04-27,기타
일반음식점,2021-04-27,지코바 금호1호점,"서울특별시 성동구 난계로 32, 성산빌딩 102호 (금호동1가)",39.56,2021-04-27,호프/통닭
일반음식점,2021-04-28,달팽이,"서울특별시 성동구 연무장5가길 7, 1층 119호 (성수동2가)",34.88,2021-04-28,기타
일반음식점,2021-04-29,금남닭강정,"서울특별시 성동구 장터길 47, 1층 (금호동3가)",12.12,2021-04-29,기타
일반음식점,2021-05-03,서울로인 서울숲점,"서울특별시 성동구 서울숲2길 32-14, 2층 203-2호 (성수동1가, 갤러리아 포레)",62,2021-05-03,경양식
일반음식점,2021-05-03,필살기,"서울특별시 성동구 상원길 48-1, 1층 (성수동1가)",70,2021-05-03,기타
일반음식점,2021-05-06,퍼먼트 (주식회사 알티드성수점),"서울특별시 성동구 서울숲6길 12, 1층 (성수동1가)",133,2021-05-06,기타
일반음식점,2021-05-06,기와르,"서울특별시 성동구 광나루로 233, 2층 (송정동)",145.57,2021-05-06,기타
일반음식점,2021-05-06,엠와이씨 MYC,"서울특별시 성동구 연무장길 13, 1층 (성수동2가)",48.14,2021-05-06,기타
일반음식점,2021-05-06,버니타운,"서울특별시 성동구 서울숲2길 15-12, 1층 (성수동1가)",53.22,2021-05-06,기타
일반음식점,2021-05-06,하이앤드라이(High And Dry),"서울특별시 성동구 광나루로 302, 1층 (성수동2가)",52.8,2021-05-06,기타
일반음식점,2021-05-10,라타르단도,"서울특별시 성동구 뚝섬로 393, 지하1층 (성수동2가)",87.02,2021-05-10,경양식
일반음식점,2021-05-10,영광식당,"서울특별시 성동구 자동차시장1길 70, 장안평중고자동차시장 A동 지하1층 가열25호 (용답동)",41.39,2021-05-10,한식
일반음식점,2021-05-11,전풍호텔라운지,"서울특별시 성동구 무학봉28길 7, 1층 (하왕십리동)",170,2021-05-11,기타
일반음식점,2021-05-11,주식회사 다운타우너 성수,"서울특별시 성동구 연무장3길 9, 가동 1층 (성수동2가)",69.42,2021-05-11,기타
일반음식점,2021-05-12,닭장수 후라이드 신금호점,"서울특별시 성동구 금호산길 66-1, 1층 101호 (금호동2가)",30,2021-05-12,호프/통닭
일반음식점,2021-05-12,윌리스 엘에이 피자,"서울특별시 성동구 서울숲2길 15, 1층 (성수동1가)",61.28,2021-05-12,기타
일반음식점,2021-05-14,이가네 양꼬치,"서울특별시 성동구 아차산로 116, 1층 109호 (성수동2가)",165,2021-05-14,중국식
일반음식점,2021-05-14,아르고보니,"서울특별시 성동구 상원12길 19, 1층 (성수동1가)",21.42,2021-05-14,기타
일반음식점,2021-05-18,덮덮밥,"서울특별시 성동구 행당로17길 34, 1층 102호 (행당동)",20,2021-05-18,한식
일반음식점,2021-05-18,참치정육 참치치,"서울특별시 성동구 무수막길 87, 1층 (금호동2가)",25.3,2021-05-18,기타
일반음식점,2021-05-18,퀴버(Quiver),"서울특별시 성동구 왕십리로5길 3, 1층 (성수동1가)",135.27,2021-05-18,경양식
일반음식점,2021-05-20,김밥 어때,"서울특별시 성동구 상원12길 28, 1층 (성수동1가)",21,2021-05-20,한식
일반음식점,2021-05-20,더키더키,"서울특별시 성동구 아차산로 82, 101호 (성수동2가)",294.15,2021-05-20,한식
일반음식점,2021-05-20,뉴이,"서울특별시 성동구 독서당로 322, 1층 (금호동4가)",32,2021-05-20,경양식
일반음식점,2021-05-21,베러초이스,"서울특별시 성동구 연무장5길 9-13, 2,3층 (성수동2가)",235,2021-05-21,기타
일반음식점,2021-05-21,두부식당,"서울특별시 성동구 마장로35길 76, 현대아파트 상가동 2층 205호 (마장동)",31.11,2021-05-21,한식
일반음식점,2021-05-24,행당커피,"서울특별시 성동구 고산자로8가길 12, 1,2층 (행당동)",38.5,2021-05-24,기타
일반음식점,2021-05-24,부산밀면,"서울특별시 성동구 연무장5가길 7, 성수역 현대테라스타워 1층 103호 (성수동2가)",46.38,2021-05-24,한식
일반음식점,2021-05-25,수세미,"서울특별시 성동구 마조로3가길 30, 지하1층 (행당동)",121.32,2021-05-25,기타
일반음식점,2021-05-25,오풍미족발 왕십리점,"서울특별시 성동구 마장로 137, 401동 1층 103호 (상왕십리동, 텐즈힐)",26.93,2021-05-25,한식
일반음식점,2021-05-26,신의주찹쌀순대&쭈꾸미,"서울특별시 성동구 성수일로 89, Metamorpho(지식산업센터) 1층 102호 (성수동1가)",89.86,2021-05-26,한식
일반음식점,2021-05-28,어커(Accur),"서울특별시 성동구 광나루로4길 12, 다동 1층 (성수동2가)",45.83,2021-05-28,기타
일반음식점,2021-05-31,리앤리 푸드,"서울특별시 성동구 무학봉25길 6-1, 1층 (하왕십리동)",47.88,2021-05-31,"외국음식전문점(인도,태국등)"
일반음식점,2021-05-31,바빈스커피 왕십리 센트라스점,"서울특별시 성동구 왕십리로 410, G동 1층 102호 (하왕십리동, 센트라스)",43.7,2021-05-31,기타
일반음식점,2021-06-01,랑데자뷰 왕십리역점,"서울특별시 성동구 왕십리광장로 17, 1층 (행당동)",113,2021-06-01,기타
일반음식점,2021-06-02,스시 오오모토,"서울특별시 성동구 상원1길 39-1, 4층 (성수동1가)",86.53,2021-06-02,일식
일반음식점,2021-06-03,하이롤러 호프 왕십리점,"서울특별시 성동구 무학로2길 39, 4층 (도선동)",200.49,2021-06-03,기타
일반음식점,2021-06-04,자담치킨 성수점,"서울특별시 성동구 연무장5가길 7, 1층 114호 (성수동2가)",34.2,2021-06-04,호프/통닭
일반음식점,2021-06-07,오롯이,"서울특별시 성동구 마장로 137, 221동 2층 2103호 (상왕십리동, 텐즈힐)",38.81,2021-06-07,일식
일반음식점,2021-06-07,탐나종합어시장,"서울특별시 성동구 행당로 1, 1층 101호 (금호동1가)",140,2021-06-07,횟집
일반음식점,2021-06-07,온슬,"서울특별시 성동구 연무장7가길 5, 3층 (성수동2가)",82.27,2021-06-07,기타
일반음식점,2021-06-08,카우보이 라멘,"서울특별시 성동구 연무장길 33, 지하1층 101호 (성수동2가)",41.04,2021-06-08,일식
일반음식점,2021-06-08,로우라이프,"서울특별시 성동구 연무장길 33, 지하1층 103호 (성수동2가)",42.9,2021-06-08,기타
일반음식점,2021-06-08,디저트39(한양대점),"서울특별시 성동구 마조로5길 6, 1층 (행당동)",104.79,2021-06-08,기타
일반음식점,2021-06-08,피자니스타 서울숲점,"서울특별시 성동구 서울숲2길 28-7, 1,2층 (성수동1가)",99,2021-06-08,경양식
일반음식점,2021-06-09,공근이,"서울특별시 성동구 상원길 48-1, 2층 (성수동1가)",61,2021-06-09,기타
일반음식점,2021-06-10,상남자푸드,"서울특별시 성동구 동일로59길 4, 1층 101호 (송정동)",17.85,2021-06-10,한식
일반음식점,1986-09-17,신라다랑원 성수점,"서울특별시 성동구 연무장9길 6 (성수동2가, 성수2가 315-12,19 지상1층)",61.26,2022-01-18,한식
일반음식점,1988-06-29,단미,"서울특별시 성동구 동일로 79, 지상1층 (성수동2가)",36.66,2021-06-23,호프/통닭
일반음식점,1992-04-18,원조감자국,"서울특별시 성동구 성덕정길 48 (성수동1가,(지상1층))",31,2022-01-27,한식
일반음식점,1994-04-07,에이스,"서울특별시 성동구 독서당로 315-4 (금호동3가,(지상1층))",14.9,2022-06-08,까페
일반음식점,1994-12-12,주식회사 싸다김밥 한양대점,"서울특별시 성동구 마조로 27 (행당동,,37)",69.4,2021-09-09,한식
일반음식점,1995-03-29,포차천국 한양대점,"서울특별시 성동구 마조로5길 4, 2층 (행당동)",97,2022-03-30,호프/통닭
일반음식점,1995-05-15,맥락칼국수,서울특별시 성동구 고산자로 337 (마장동),60.31,2021-11-10,한식
일반음식점,1998-06-23,함흥냉면전문점,서울특별시 성동구 무학봉16길 1 (하왕십리동),13.43,2022-06-03,김밥(도시락)
일반음식점,1998-05-29,소점식당,서울특별시 성동구 무학로4길 29-1 (도선동),25.06,2022-06-07,한식
일반음식점,1999-04-10,밥밥디라라 뚝섬역점,"서울특별시 성동구 상원1길 29, 1층 (성수동1가)",60,2021-10-19,호프/통닭
일반음식점,2000-03-31,시즈오카 짬뽕우동,"서울특별시 성동구 아차산로15길 10 (성수동2가,(106호))",39,2021-10-13,한식
일반음식점,2000-05-26,호랑이분식,서울특별시 성동구 성수일로8길 40 (성수동2가),20.2,2022-04-25,한식
일반음식점,2001-05-04,본죽 뚝섬점,서울특별시 성동구 왕십리로 114 (성수동1가),27.06,2021-06-21,한식
일반음식점,2001-05-21,너찜했닭,서울특별시 성동구 무학봉15길 27-3 (하왕십리동),61.41,2021-12-31,호프/통닭
일반음식점,2001-06-27,마포갈비생등심,서울특별시 성동구 행당로8길 9 (행당동),175.02,2021-08-05,한식
일반음식점,2001-10-15,오가네 김치찜,서울특별시 성동구 왕십리로21길 17 (행당동),22.6,2021-12-02,횟집
일반음식점,2001-10-29,노을 2관,서울특별시 성동구 아차산로7길 18 (성수동2가),91.34,2022-05-27,한식
일반음식점,2002-02-18,등대집,서울특별시 성동구 마조로7길 6-1 (행당동),79.72,2021-09-01,한식
일반음식점,2002-03-11,혜원소곱창,서울특별시 성동구 마조로7길 15 (행당동),60.01,2021-06-11,통닭(치킨)
일반음식점,2002-04-26,산들김밥,"서울특별시 성동구 성수이로 108 (성수동2가,외1필지(277-117))",82,2021-09-13,분식
일반음식점,2002-05-15,무지개 맥주,"서울특별시 성동구 성수일로8길 40 (성수동2가,(지상1층))",53.76,2021-11-19,한식
일반음식점,2002-09-07,늘:송정,"서울특별시 성동구 동일로 265 (송정동,(지상1층))",25.8,2021-10-29,통닭(치킨)
일반음식점,2002-09-17,더주는반찬,"서울특별시 성동구 금호로 102, 지상6층 4-2호 (금호동1가, 633 벽산하이피아상가)",30.68,2022-07-13,한식
일반음식점,2003-05-31,교촌치킨 금호역점,"서울특별시 성동구 장터길 26, 1층 (금호동4가)",117.12,2021-10-18,통닭(치킨)
일반음식점,2003-08-13,김복남맥주 왕십리한양대점,"서울특별시 성동구 마조로3가길 25 (행당동,(지상2층))",88,2022-07-01,호프/통닭
일반음식점,2003-11-11,아구보구,"서울특별시 성동구 성덕정11길 20, 1층 (성수동2가, 339-70)",42.75,2022-06-10,한식
일반음식점,2004-01-12,금별맥주 성수점,"서울특별시 성동구 성수일로10길 35, 나동 1층 (성수동2가)",144.5,2022-07-04,한식
일반음식점,2004-04-02,본죽&비빔밥(행당동점),"서울특별시 성동구 행당로 101, 1층 (행당동)",44.6,2022-07-22,한식
일반음식점,2004-11-16,팔각도 성수역,"서울특별시 성동구 성수일로8길 53, 105,106호 (성수동2가, 289-13 1층)",98.91,2021-09-24,한식
일반음식점,2004-12-24,동막골,"서울특별시 성동구 고산자로 281 (홍익동,(2층))",33,2022-02-07,한식
일반음식점,2005-05-17,성수옥아궁지 성수점,"서울특별시 성동구 아차산로7길 4 (성수동2가,(지상2층))",146.68,2022-02-16,호프/통닭
일반음식점,2005-11-03,다사랑,"서울특별시 성동구 왕십리로20길 43 (홍익동,(지상1층))",21.88,2021-06-25,까페
일반음식점,2005-12-20,계모임,"서울특별시 성동구 성덕정17길 5 (성수동2가,(지상1층))",76.74,2021-10-05,중국식
일반음식점,2006-02-02,보끔당 성수본점,"서울특별시 성동구 아차산로 103 (성수동2가,영동테크노타워102호)",96.52,2022-06-02,한식
일반음식점,2006-02-15,팔각도 한양대점,"서울특별시 성동구 마조로5길 3-3, 지상1층 (행당동)",143.86,2022-06-07,한식
일반음식점,2006-04-21,라리에또,"서울특별시 성동구 사근동길 12 (행당동,(지상1층))",51.76,2021-08-25,경양식
일반음식점,2006-11-20,탐라포차,"서울특별시 성동구 마조로 11 (행당동,지상2층)",150,2022-03-31,정종/대포집/소주방
일반음식점,2006-12-22,황우식당,"서울특별시 성동구 용답중앙13길 16-1 (용답동,지상1층)",48.51,2022-05-02,한식
일반음식점,2007-03-20,꼬꼬누리,"서울특별시 성동구 뚝섬로 390 (성수동2가,지상1층)",37.51,2022-02-21,경양식
일반음식점,2007-12-14,원조부안집 왕십리역점,"서울특별시 성동구 무학봉길 97 (하왕십리동,지상1층)",58.48,2021-12-17,정종/대포집/소주방
일반음식점,2007-08-27,성수 팍스(Park's) 부대찌개 본점,"서울특별시 성동구 상원12길 30, 동진아이티타워 1층 106호 (성수동1가)",76.88,2007-08-27,한식
일반음식점,2008-02-15,한신포차 한양대점,"서울특별시 성동구 마조로5길 12-1 (행당동,지상1층, 지하1층)",184.79,2022-04-19,한식
일반음식점,2008-07-02,명가통닭(마장점),"서울특별시 성동구 마장로 283 (마장동,지상1층(마장로 281 ))",51.69,2021-11-01,기타
일반음식점,2009-06-12,벱(BEP),"서울특별시 성동구 성수일로4가길 2 (성수동2가,(지상1층))",37.8,2021-06-23,한식
일반음식점,2011-04-12,한양대 육회집,"서울특별시 성동구 마조로7길 6 (행당동,지하1층)",98.46,2022-06-02,호프/통닭
일반음식점,2011-11-14,엘루이피자,"서울특별시 성동구 마조로5길 12, 1층 (행당동)",86.06,2021-07-09,정종/대포집/소주방
일반음식점,2012-01-13,생활맥주 성수점,"서울특별시 성동구 성수이로 51 (성수동2가, 325-2 서울숲한라시그마밸리(102A,102B)호 지상1층)",82,2022-05-27,한식
일반음식점,2012-02-20,새마을식당 한양대점,"서울특별시 성동구 마조로1길 지하 39 (행당동, 168-78 지하1층)",142.54,2021-12-30,한식
일반음식점,2012-02-29,팜티진쌀국수,"서울특별시 성동구 왕십리로 58, 1층 106,107호 (성수동1가)",114.22,2022-07-13,한식
일반음식점,2012-04-20,오와리주막,"서울특별시 성동구 왕십리로4길 24, 지상1층 (성수동1가, 8-9)",25.4,2022-03-02,한식
일반음식점,2012-05-02,이삭토스트 한양대점,"서울특별시 성동구 마조로 24, 1층 (행당동, 12-10)",28.6,2022-02-03,일식
일반음식점,2012-06-27,라라면가,"서울특별시 성동구 왕십리로 108, 1층 (성수동1가, 656-1069)",62.15,2022-03-10,한식
일반음식점,2012-10-31,킴스키친(KimsKitchen)1972,"서울특별시 성동구 자동차시장1길 40, 광희빌딩 1층 (용답동)",49,2018-08-17,까페
일반음식점,2013-05-30,바우네 나주곰탕 왕십리민자역사점,"서울특별시 성동구 왕십리광장로 17, 지상4층 (행당동, 왕십리민자역사)",55,2021-10-28,한식
일반음식점,2013-05-31,구이선수촌,"서울특별시 성동구 청계천로10가길 102, 지상6층 (마장동)",87,2022-02-15,한식
일반음식점,2013-06-19,비트랩(소 내장 연구소),"서울특별시 성동구 아차산로13길 16, 지상1층 101,102,103호 (성수동2가, 램킨상가)",85,2022-03-11,한식
일반음식점,2013-07-09,한옥마을 전주비빔밥 왕십리민자역사점,"서울특별시 성동구 왕십리광장로 17, 지상4층 (행당동, 왕십리민자역사)",55.7,2022-01-11,한식
일반음식점,2013-07-31,투썸플레이스 금호하이리버점,"서울특별시 성동구 금호로 105, 지하3층 B303,304호 (금호동2가, 금호래미안하이리버 상가동)",166.68,2021-10-29,전통찻집
일반음식점,2013-08-19,그레이박스 카페,"서울특별시 성동구 아차산로13길 16, 지상1층 104호 (성수동2가)",25.42,2021-12-29,패스트푸드
일반음식점,2013-09-04,노을,"서울특별시 성동구 성수이로 126, 지상1층 (성수동2가)",46.33,2021-10-13,한식
일반음식점,2013-09-11,옥수해물찜칼국수,"서울특별시 성동구 독서당로40길 39, 지하1층 106호 (옥수동, 옥수어울림상가동)",147.13,2022-01-18,분식
일반음식점,2013-09-16,반가 백암순대,"서울특별시 성동구 아차산로17길 26, 지상1층 103호 (성수동2가, 규장각빌딩)",99,2021-12-02,한식
일반음식점,2013-10-18,불고기브라더스 왕십리역사점,"서울특별시 성동구 왕십리광장로 17, 지상4층 (행당동, 왕십리민자역사)",142.24,2021-06-25,한식
일반음식점,2014-04-30,아우라,"서울특별시 성동구 고산자로 281, 1층 (홍익동)",41.6,2022-02-03,한식
